Source,Summary
"[CLS] Minister Saud al-Faisal visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name. [SEP] Minister Saud al-Faisal's visit was disclosed by two administration officials, who spoke on condition of anonymity.",1
"[CLS] Two brothers who were among seven Portland suspects accused of aiding terrorists have decided to plead guilty to conspiring to aid al-Qaida and the Taliban, officials said Wednesday. [SEP] Two brothers who were among seven people accused of aiding terrorists pleaded guilty yesterday to charges of conspiring to help Al Qaeda and the Taliban during the war in Afghanistan.",1
"[CLS] ""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said. [SEP] Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.",1
"[CLS] Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier. [SEP] With the scandal hanging over Stewart's company, revenue the first quarter of the year dropped 15 percent from the same period a year earlier.",1
"[CLS] After losing as much as 84.56 earlier, the Dow Jones industrial average closed up 22.81, or 0.2 percent, at 9,340.45. [SEP] In midday trading, the Dow Jones industrial average lost 68.84, or 0.7 percent, to 9,248.80.",0
"[CLS] On Monday, a suicide bomber blew himself up near the United Nations compound here, killing a security guard as well as himself. [SEP] On Monday, a suicide car bomber blew himself up close to the United Nations compound in Baghdad, also killing a security guard.",1
"[CLS] Reagan is played by James Brolin, who is married to singer Barbra Streisand, a leading Democratic activist. [SEP] His supporters were also infuriated that Mr Reagan was played by James Brolin, the husband of Barbra Streisand, a leading Hollywood Democratic activist.",0
"[CLS] The German envoy, Gunter Pleuger, told reporters today, ""The important issues are how the political process is being organized."" [SEP] ""The important issues are how the political process is being organized,"" Pleuger told reporters.",1
"[CLS] But Nelson claims he did it because he was drunk on beer, not because Rosenbaum was jewish. [SEP] Those two witnesses say that Nelson confessed to killing Rosenbaum, but claimed he did it because he was drunk on beer.",0
"[CLS] The 30-year bond <US30YT=RR> was down 10/32 for a yield of 4.91 percent, up from 4.89 percent late Thursday. [SEP] The 30-year bond was down 14/32 to yield 4.92 percent, up from 4.89 percent on Thursday but off an earlier yield high of 4.95 percent.",0
"[CLS] They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery."" [SEP] Consumers, tired of paying high prices for CDs and DVDs, are looking for flexible forms of on-demand media delivery.",1
"[CLS] Wyeth estimates that 1.2 million women continue to take Prempro pills, down from about 3.4 million before the study was halted last summer. [SEP] Wyeth estimates that 1,2 million women are still taking Prempro pills, down from about 3,4 million before the WHI study was halted last year.",1
[CLS] The poll had a margin of error of plus or minus 2 percentage points. [SEP] It had a margin of sampling error of plus or minus four percentage points and was conducted Thursday through Saturday.,0
"[CLS] China's Health Ministry said five more people had died of Sars and a further 159 were infected. [SEP] On Monday, China said nine more people had died from SARS and that 160 more were infected with the virus.",0
"[CLS] ""I know of no pressure,"" said Mr. Feith, the under secretary of defense for policy. [SEP] ""I know of nobody who pressured anybody,"" Douglas Feith, undersecretary of defense for policy, said at a Pentagon briefing.",1
"[CLS] Still, Jessica Biel (of ""7th Heaven"" fame) brings an athletic intensity to the role of Leatherface's last elusive victim. [SEP] Still, Jessica Biel (formerly of the WB’s “7th Heaven”) brings an athletic intensity to the role of Leatherface’s last elusive victim.",1
"[CLS] Mr Neil said that according to the source, the report will say its inspectors have not even unearthed ""minute amounts of nuclear, chemical or biological weapons material"". [SEP] According to the BBC, the group's interim report will say its inspectors have not even unearthed ""minute amounts of nuclear, chemical or biological weapons material"".",1
"[CLS] Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m. [SEP] On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63.",0
"[CLS] In morning trading on the New York Stock Exchange, Coca-Cola shares were down 34 cents at $43.67. [SEP] Coca-Cola's shares were steady in late morning trading in New York, down just 13 cents to $43.88.",1
"[CLS] On Monday, the Dow declined 5.25, or 0.1 percent, at 8,983.80, having shed 2.3 percent last week. [SEP] In early trading, the Dow Jones industrial average was down 39.94, or 0.4 percent, at 8,945.50, having slipped 3.61 points Monday.",1
"[CLS] Several cities are competing for the headquarters, including Miami; Panama City; Atlanta; Port-of-Spain, Trinidad; and Puebla, Mexico. [SEP] But Miami is competing with eight other cities, including Atlanta; Panama City; Port-of-Spain, Trinidad; and Cancn, Mexico.",1
"[CLS] The compilers are available in two flavors: the Intel C++ Compiler for Microsoft eMbedded Visual C++ retails for USD$399 and is intended for application development use. [SEP] The compilers are available in two forms: The Intel C++ Compiler for Microsoft eMbedded Visual C++ is available from Intel for $399, and is intended for applications development.",1
"[CLS] Early Wednesday, the benchmark 10-year US10YT=RR had lost 16/32 in price, driving its yield up to 3.33 percent from 3.26 percent late Tuesday. [SEP] Further out the curve, the benchmark 10-year note US10YT=RR shed 26/32 in price, taking its yield to 3.27 percent from 3.17 percent.",1
"[CLS] The Foreign Office says that Heaton is in detention but has not yet been charged with any offence. [SEP] The Foreign Office said Heaton was in Saudi detention but had not been charged, and that consul officials had visited him on Thursday.",0
[CLS] LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force. [SEP] The rebels are also calling for the deployment of a U.S.-led peacekeeping force.,0
"[CLS] The contract also includes a $200,000 buyout. [SEP] Perkins also had a $200,000 buyout clause in his contract.",1
"[CLS] Sharpton nearly jumped out of his chair, saying, ""That sounds more like Stonewall Jackson than Jesse Jackson. [SEP] ""That sounds more like Stonewall Jackson than Reverend (Jesse) Jackson,"" he retorted.",1
"[CLS] Djerejian said that in the last month Syria has taken steps in response to the pressure, such as relocating the militant group offices out of Damascus. [SEP] Mr Djerejian said that in the past month Syria had taken some steps in response to the pressure, such as moving the militant group offices out of Damascus.",1
"[CLS] From the start, however, the United States' declared goal was not just to topple Saddam but to stabilize Iraq and install a friendly government. [SEP] But the United States' ultimate goal was not just to topple Mr. Hussein but to stabilize the country and install a friendly government.",1
[CLS] Hearing was partially restored by an electronic ear implant. [SEP] An electronic implant has helped Limbaugh regain most of his hearing.,1
"[CLS] ""The United States welcomes a greater NATO role in Iraq's stabilisation,"" Powell said, according to the text of prepared remarks seen by Reuters. [SEP] ""The United States welcomes a greater NATO role in Iraq's stabilization,"" Mr. Powell said in a speech to fellow NATO ministers.",1
[CLS] The Swiss franc rose nearly a third of a centime against the dollar and was last at 1.2998 <CHF=> to the greenback. [SEP] The Swiss franc rose three quarters of a percent against the dollar and was last at 1.2980 to the greenback.,1
"[CLS] GM's offering is also expected to include about $3.5 billion in convertible securities. [SEP] GM is also expected to issue $3.5 billion via a convertible bond offering, market sources said.",1
"[CLS] Second comes HP (27 percent with $2.9 billion, up just 0.4 percent). [SEP] HP fell to second place with server sales growing 0.4 percent to $2.9 billion.",0
"[CLS] In two new schemes, people posing as IRS representatives target families of armed forces members and e-mail users. [SEP] Two new schemes target families of those serving in the military and e-mail users.",1
"[CLS] ""The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 percent"" growth rate, George Scalise, the trade association's president, said in a statement. [SEP] ""The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 per cent'' growth rate"", said George Scalise, the association's president.",1
"[CLS] Mr. Berg says in an advertisement for it, ""More than my remembrances, this book intends to convey hers."" [SEP] In an advertisement for the book, Berg says, ""More than my remembrances, this book intends to convey hers.""",1
"[CLS] Hong Kong was flat, Australia , Singapore and South Korea lost 0.2-0.4 percent. [SEP] Australia was flat, Singapore was down 0.3 percent by midday and South Korea added 0.2 percent.",0
"[CLS] Veteran stage and screen actor Hume Cronyn died of cancer Sunday. [SEP] Character actor Hume Cronyn, 91, died Sunday at his home in Connecticut.",0
[CLS] But it is clear that the Joint Intelligence Committee was not involved. [SEP] This report was cleared by the Joint Intelligence Committee.,0
"[CLS] What's next: If finally passed by the House, the measure moves to the Senate. [SEP] If passed, the measure will return to the Senate for concurrence with House amendments.",0
"[CLS] ""The question that has to be penetrated is, how did 38 visits over 2 years not rescue these children from slow torture and starvation?"" [SEP] ""The question that has to be penetrated is how did 38 visits over two years not rescue these children from slow torture and starvation,"" Ryan said in an interview.",1
"[CLS] A month ago a military C-17 transporter returned to Baghdad when an engine exploded. [SEP] A month ago a military transport plane returned to Baghdad when an engine exploded in what officials called a ""safety incident.""",0
"[CLS] Sir Paul already has three children fashion designer Stella, 31, Mary, 33, and James, 25 by his wife Linda, who died from breast cancer in 1998. [SEP] McCartney has three children - fashion designer Stella, 31, Mary, 33, and James, 25 - by first wife Linda.",0
"[CLS] ""This child was literally neglected to death,"" Armstrong County District Attorney Scott Andreassi said. [SEP] Armstrong County District Attorney Scott Andreassi said the many family photos in the home did not include Kristen.",0
[CLS] The benchmark 10-year note US10YT=RR rose 11/32 for a yield of 3.25 percent. [SEP] The benchmark 10-year Bund yield was down 5.2 basis points at 3.60 percent.,0
[CLS] Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit. [SEP] Police used pepper spray and rubber bullets to disperse a downtown march and rally last night by activists protesting an annual police intelligence-training seminar.,0
"[CLS] To the caller who claimed to have found a mini-cassette from the space shuttle Columbia: NASA is extremely interested in talking to you, ""no-questions-asked"". [SEP] To the Sound-Off caller who said they found a mini-cassette from the space shuttle Columbia: NASA is extremely interested in talking to you on a ""no-questions-asked"" basis.",1
[CLS] He said firefighters had an advantage on the northern flank because of an existing firebreak dug during last year's fire north of Mount Lemmon. [SEP] Fire spokesman Gordon Gay said firefighters had an advantage on the northern flank because of burned areas from last year's Bullock fire.,1
"[CLS] Iraqi officials say the attacks are being carried out by what they call outsiders who slip into Falluja and attack at night. [SEP] Iraqi officials here insist that the attacks are being carried out by ""outsiders"" who slip into Fallujah and attack at night.",1
[CLS] Telemarketers argue that there is no logical link between the registry's limited scope and advancing that interest. [SEP] Lawyers for the telemarketers said there was no logical connection between the registry's limited scope and advancing that interest.,1
"[CLS] Spinal Concepts, launched in 1996, makes orthopedic medical devices used during spinal fusion surgical procedures. [SEP] Spinal Concepts makes spinal fixation products used during spinal fusion surgery.",1
"[CLS] My view is these al-Qaeda terrorists - and I believe it was al-Qaeda - would prefer to have many such events."" [SEP] ""My view is that these Al Qaeda terrorists -- and I believe it was Al Qaeda -- would prefer to have many such events.""",1
[CLS] RAAF officers said yesterday a fully armed F/A-18 Hornet fighter-bomber was positioned to intercept the intruder. [SEP] Air Commodore Dave Pietsche said RAAF controllers had positioned a fully armed F/A-18 Hornet fighter to prepare to intercept the aircraft.,1
"[CLS] The two countries agreed last week to hold their first diplomatic discussions in two years. [SEP] Last week, India and Pakistan said they would hold their first diplomatic talks in two years.",1
"[CLS] A passer-by found Ben hiding along a dirt road in Spanish Fork Canyon about 7 p.m., with his hands still taped together but his feet free. [SEP] A passer-by found the boy hiding along a dirt road in Spanish Fork Canyon about 7 p.m. Thursday, with his feet free but his hands still taped.",1
[CLS] You can reach her at (248) 647-7221 or send e-mail to lberman@detnews.com. [SEP] You can reach George Hunter at (313) 222-2027 or ghunter@detnews.com.,0
"[CLS] Responding, Edward Skyler, a spokesman for the mayor, said later: ""The comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts. [SEP] Jordan Barowitz, a spokesman for Republican Mayor Michael Bloomberg said: ""The Comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts.""",0
"[CLS] It will take time to oust die-hard remnants of Saddam Hussein's deposed regime in Iraq, Defense Secretary Donald H. Rumsfeld said Tuesday. [SEP] Defense Secretary Donald H. Rumsfeld said Tuesday it will take time to locate die-hard remnants of Saddam Hussein's deposed regime in Iraq.",1
"[CLS] Tech stocks were hurt by a sour forecast from Sun Microsystems, which was viewed as a bad omen for the upcoming quarterly earnings season. [SEP] A sour forecast from Sun Microsystems Inc. SUNW.O put more pressure on Wall Street before the quarterly earnings season.",1
"[CLS] President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960. [SEP] ""But success requires more than American assistance,"" Bush said in the first speech to a joint session of Philippine Congress by a U.S. president since Dwight Eisenhower in 1960.",0
"[CLS] They reported symptoms of fever, headache, rash and muscle aches. [SEP] Symptoms include a stiff neck, fever, headache and sensitivity to light.",0
"[CLS] However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made"". [SEP] However, we have decided to opt for the European consortium's engine as the best overall solution.""",0
"[CLS] Activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries. [SEP] Instead, they fear the conference is an attempt by corporate farming and biotech interests to push into new markets.",1
